Nama_Laptop,Processor,RAM,GPU,Display,Storage,Harga_USD,Detail_URL,Buy_Link
Lenovo IdeaPad 3/3i,AMD Ryzen 7 5825U,40GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",4000GB SSD,150900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-3i-99/,https://www.amazon.com/exec/obidos/ASIN/B0CZ92QSGH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P15 Gen 2,Intel Core i7-11800H,64GB RAM,NVIDIA T1200,"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,358066,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-2-398/,https://www.amazon.com/exec/obidos/ASIN/B0DBKS5F5S?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core i9-14900HX,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",1000GB SSD,195900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-1170/,https://www.amazon.com/exec/obidos/ASIN/B0F1Y7TLPC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T15g Gen 2,Intel Core i7-11800H,32GB RAM,NVIDIA GeForce RTX 3070 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,199999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t15g-gen-2-110/,https://www.amazon.com/exec/obidos/ASIN/B09M23WV96?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 16 Gen 7,Intel Core Ultra 7 155U,64GB RAM,Intel Graphics (4-Cores),"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,201900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-16-gen-7-152/,https://www.amazon.com/exec/obidos/ASIN/B0DZH64PJW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14 Gen 3,Intel Core i7-1270P,40GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,242511,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-3-279/,https://www.amazon.com/exec/obidos/ASIN/B0C4Z19MVB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad X1 Carbon Gen 11,Intel Core i7-1355U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,161093,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-gen-11-48/,https://www.amazon.com/exec/obidos/ASIN/B0CJG1RJCX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 15 Gen 4,Intel Core i7-1255U,40GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",4000GB SSD,164900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-15-gen-4-250/,https://www.amazon.com/exec/obidos/ASIN/B0CKL9H481?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad L14 Gen 1 (Intel),Intel Core i7-10510U,32GB RAM,Intel UHD Graphics,"14.0”, Full HD (1920 x 1080), IPS",4000GB SSD,229999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l14/,https://www.amazon.com/exec/obidos/ASIN/B08JYDKVDZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14 Gen 3,Intel Core i7-1260P,24GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,90077,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-3-17/,https://www.amazon.com/exec/obidos/ASIN/B0B4M4K86Q?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P15 Gen 2,Intel Core i7-11800H,64GB RAM,NVIDIA T1200,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,209999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-2-162/,https://www.amazon.com/exec/obidos/ASIN/B09VJ6QDC3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P51,Intel Xeon E3-1505M v6,16GB RAM,NVIDIA Quadro M2200 (4GB GDDR5),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,199999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p51/,https://www.amazon.com/exec/obidos/ASIN/B071JF5WL2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad X1 Extreme,Intel Core i7-8750H,32GB RAM,NVIDIA GeForce GTX 1050 Ti Max-Q (4GB GDDR5),"15.6”, 4K UHD (3840 x 2160), IPS",1000GB SSD,196993,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-extreme-36/,https://www.amazon.com/exec/obidos/ASIN/B07JRGXKH4?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 16 Gen 6,Intel Core i7-1355U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",8000GB SSD,237900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-16-gen-6-503/,https://www.amazon.com/exec/obidos/ASIN/B0FXG4HSJG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14s Gen 6,Intel Core Ultra 7 258V,32GB RAM,Intel Arc Graphics 140V,"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,149999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-6-40/,https://www.amazon.com/exec/obidos/ASIN/B0FFZJMD66?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 16 Gen 7,Intel Core Ultra 7 155H,32GB RAM,Intel Arc (8-Cores),"16.0"", WQXGA (2560 x 1600), 120 Hz, IPS",4000GB SSD,157900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-16-gen-7-215/,https://www.amazon.com/exec/obidos/ASIN/B0FDGGC32L?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 5i,Intel Core i7-14650HX,16GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",512GB SSD,170900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-438/,https://www.amazon.com/exec/obidos/ASIN/B0DK6FNJCJ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo LOQ 15i,Intel Core i5-12450H,64GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 95W, 6GB)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,155900,https://laptopmedia.com/laptop-specs/lenovo-loq-15i-749/,https://www.amazon.com/exec/obidos/ASIN/B0D65MS1BL?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P1 Gen 7,Intel Core Ultra 7 155H,16GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 60W)","16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,208947,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-7-25/,https://www.amazon.com/exec/obidos/ASIN/B0DF32QJ19?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P16v Gen 2,Intel Core Ultra 9 185H,32GB RAM,NVIDIA RTX 3000 Ada Generation (50W),"16.0”, WQUXGA (3840 x 2400), IPS",1000GB SSD,429900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16v-gen-2-44/,https://www.amazon.com/exec/obidos/ASIN/B0DF388KLQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P1 Gen 6,Intel Core i7-13700H,16GB RAM,"NVIDIA RTX A1000 (Laptop, 65W, 6GB)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",512GB SSD,199999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-6-149/,https://www.amazon.com/exec/obidos/ASIN/B0CG2KVXFG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo LOQ 15,AMD Ryzen 7 7840HS,64GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 95W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,222999,https://laptopmedia.com/laptop-specs/lenovo-loq-15-134/,https://www.amazon.com/exec/obidos/ASIN/B0CKT67GJC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T16 Gen 2,Intel Core i7-1355U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,219900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-2-89/,https://www.amazon.com/exec/obidos/ASIN/B0CK576JZZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T490s,Intel Core i7-8665U,8GB RAM,Intel UHD Graphics 620,"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,219995,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t490s-47/,https://www.amazon.com/exec/obidos/ASIN/B08Z5G3CBD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 5i,Intel Core Ultra 7 255HX,16GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"16.0″, WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,201900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-531/,https://www.amazon.com/exec/obidos/ASIN/B0FW4P2LCV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14 Gen 5,Intel Core Ultra 7 155U,32GB RAM,Intel Graphics (4-Cores),"14.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,174999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-5-206/,https://www.amazon.com/exec/obidos/ASIN/B0DQVLMLXX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 7i,Intel Core i9-14900HX,64GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 175W)","16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",4000GB SSD,264900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-7i-262/,https://www.amazon.com/exec/obidos/ASIN/B0DCGBL5LG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14 Gen 6,Intel Core Ultra 5 228V,32GB RAM,Intel Arc Graphics 130V,"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,166900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-6-43/,https://www.amazon.com/exec/obidos/ASIN/B0FJ77SHQC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo LOQ 15,AMD Ryzen 7 8845HS,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 115W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,144900,https://laptopmedia.com/laptop-specs/lenovo-loq-15-1115/,https://www.amazon.com/exec/obidos/ASIN/B0FNVVSVVV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 7i,Intel Core Ultra 9 275HX,64GB RAM,NVIDIA GeForce RTX 5080 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, OLED",8000GB SSD,489999,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-7i-83/,https://www.amazon.com/exec/obidos/ASIN/B0FDGCNFZ3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 7i 14,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0″, 2.2K (2240 x 1400), IPS",2000GB SSD,159999,https://laptopmedia.com/laptop-specs/lenovo-yoga-7i-14-227/,https://www.amazon.com/exec/obidos/ASIN/B0BB1TH3PV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo V15 Gen 4,AMD Ryzen 3 7320U,16GB RAM,AMD Radeon 610M,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,53999,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-4-3/,https://www.amazon.com/exec/obidos/ASIN/B0GF3YDJQ8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad X1 Yoga Gen 8,Intel Core i7-1355U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,174977,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-yoga-gen-8-9/,https://www.amazon.com/exec/obidos/ASIN/B0C4Z4YDCV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad X1 Yoga (1st Gen),Intel Core i7-6600U,16GB RAM,Intel HD Graphics 520,"14.0”, WQHD (2560 x 1440), IPS",512GB SSD,98977,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-yoga-1st-gen-6/,https://www.amazon.com/exec/obidos/ASIN/B01DAS3604?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T1g Gen 8,Intel Core Ultra 9 285H,64GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"16.0″, 3.2K (3200 x 2000), 120 Hz, OLED",2000GB SSD,668995,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t1g-gen-8-12/,https://www.amazon.com/exec/obidos/ASIN/B0GDVF2RBN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen AI 7 350,32GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",8000GB SSD,256400,https://laptopmedia.com/laptop-specs/lenovo-legion-5-377/,https://www.amazon.com/exec/obidos/ASIN/B0FSZ7PSPM?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 7i,Intel Core Ultra 9 275HX,32GB RAM,NVIDIA GeForce RTX 5080 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, OLED",2000GB SSD,379999,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-7i-92/,https://www.amazon.com/exec/obidos/ASIN/B0FH2FN65L?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 5i,Intel Core i9-14900HX,64GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",4000GB SSD,559900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i/,https://www.amazon.com/exec/obidos/ASIN/B0D2PJ179T?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14 Gen 4,Intel Core i5-1335U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,99999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-4-47/,https://www.amazon.com/exec/obidos/ASIN/B0CP6HM62L?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Gaming 3i 15,Intel Core i7-12700H,48GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 85W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",2000GB SSD,152900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3i-15-710/,https://www.amazon.com/exec/obidos/ASIN/B0CDWTMWV5?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P1 Gen 2,Intel Core i7-9750H,16GB RAM,NVIDIA Quadro T1000 (4GB GDDR5),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,179999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-2nd-gen-28/,https://www.amazon.com/exec/obidos/ASIN/B07W8VMHCG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core Ultra 9 275HX,32GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",1000GB SSD,176900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-1115/,https://www.amazon.com/exec/obidos/ASIN/B0G46CK9BS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad X13 2-in-1 Gen 5,Intel Core Ultra 7 165U,64GB RAM,Intel Graphics (4-Cores),"13.3”, WUXGA (1920 x 1200), IPS",2000GB SSD,205900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x13-2-in-1-gen-5-23/,https://www.amazon.com/exec/obidos/ASIN/B0DMVW8RD1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P14s Gen 5,Intel Core Ultra 7 155H,16GB RAM,NVIDIA RTX 500 Ada Generation (50W),"14.5”, WUXGA (1920 x 1200), IPS",512GB SSD,171313,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-5-47/,https://www.amazon.com/exec/obidos/ASIN/B0D6YJR3QB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14s Gen 4,Intel Core i7-1365U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,163224,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-4-26/,https://www.amazon.com/exec/obidos/ASIN/B0C4FT4319?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P17 Gen 2,Intel Core i7-11850H,32GB RAM,NVIDIA RTX A5000 (Laptop),"17.3”, 4K UHD (3840 x 2160), IPS",1000GB SSD,339999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p17-gen-2-663/,https://www.amazon.com/exec/obidos/ASIN/B0CK5WHJS8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P1 Gen 6,Intel Core i7-13700H,32GB RAM,NVIDIA RTX 2000 Ada Generation (65W),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,209077,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-6-87/,https://www.amazon.com/exec/obidos/ASIN/B0CV4KPWSS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P15 Gen 2,Intel Core i7-11800H,32GB RAM,NVIDIA T1200,"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,139500,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-2-207/,https://www.amazon.com/exec/obidos/ASIN/B0BBHZ37DH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Slim 5 16,AMD Ryzen 7 7840HS,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",4000GB SSD,119999,https://laptopmedia.com/laptop-specs/lenovo-legion-slim-5-16-199/,https://www.amazon.com/exec/obidos/ASIN/B0CPF1CKPT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5 Pro 16,AMD Ryzen 7 5800H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","16.0"", QHD (2560 x 1600), 165 Hz, IPS",1000GB SSD,158888,https://laptopmedia.com/laptop-specs/lenovo-legion-5-pro-16-59/,https://www.amazon.com/exec/obidos/ASIN/B0BV9WD71D?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 5,AMD Ryzen 9 8945HX,64GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",2000GB SSD,262900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5-112/,https://www.amazon.com/exec/obidos/ASIN/B0G79J49HK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 5i,Intel Core Ultra 7 255HX,16GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",2000GB SSD,201900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-416/,https://www.amazon.com/exec/obidos/ASIN/B0FVRSC7CY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen 7 260,48GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,208900,https://laptopmedia.com/laptop-specs/lenovo-legion-5-391/,https://www.amazon.com/exec/obidos/ASIN/B0FJBCYNM3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo V15 Gen 2,Intel Celeron N4500,8GB RAM,Intel UHD Graphics (Jasper Lake 16 EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,113999,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-2-922/,https://www.amazon.com/exec/obidos/ASIN/B0FWMTZQX8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P15 Gen 2,Intel Core i7-11800H,32GB RAM,NVIDIA T1200,"15.6”, Full HD (1920 x 1080), IPS",4000GB SSD,229999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-2-131/,https://www.amazon.com/exec/obidos/ASIN/B09VJ2FX33?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P16 Gen 2,Intel Core i7-13700H,32GB RAM,NVIDIA RTX 2000 Ada Generation (80W),"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,313480,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16-gen-2-294/,https://www.amazon.com/exec/obidos/ASIN/B0D67D67RR?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T16 Gen 3,Intel Core Ultra 7 155U,32GB RAM,Intel Graphics (4-Cores),"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,279900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-3-245/,https://www.amazon.com/exec/obidos/ASIN/B0DT6PCRQY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P51,Intel Core i7-7700HQ,64GB RAM,NVIDIA Quadro M1200 (4GB GDDR5),"15.6”, Full HD (1920 x 1080), IPS",500GB SSD,279999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p51-1871/,https://www.amazon.com/exec/obidos/ASIN/B07HG9ZVJM?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 16 Gen 7,Intel Core Ultra 7 155H,64GB RAM,Intel Arc (8-Cores),"16.0"", WQXGA (2560 x 1600), 120 Hz, IPS",4000GB SSD,203900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-16-gen-7-293/,https://www.amazon.com/exec/obidos/ASIN/B0FGHJQQ9V?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 9i,Intel Core i7-1360P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0"", 4K UHD (3840 x 2400), OLED",2000GB SSD,166900,https://laptopmedia.com/laptop-specs/lenovo-yoga-9i-70/,https://www.amazon.com/exec/obidos/ASIN/B0D97DX5F3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5 15,AMD Ryzen 7 7840HS,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 125W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,162971,https://laptopmedia.com/laptop-specs/lenovo-legion-5-15-473/,https://www.amazon.com/exec/obidos/ASIN/B0FY33L554?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen 7 260,16GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",1000GB SSD,149900,https://laptopmedia.com/laptop-specs/lenovo-legion-5-388/,https://www.amazon.com/exec/obidos/ASIN/B0FZ9NST5D?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P14s Gen 5,Intel Core Ultra 5 125H,16GB RAM,Intel Arc (7-Cores),"14.5”, WUXGA (1920 x 1200), IPS",512GB SSD,112795,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-5-73/,https://www.amazon.com/exec/obidos/ASIN/B0D6V155VV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T15g Gen 2,Intel Core i7-11800H,24GB RAM,"NVIDIA GeForce RTX 3080 (Laptop, 110W)","15.6”, 4K UHD (3840 x 2160), IPS",1000GB SSD,175900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t15g-gen-2-36/,https://www.amazon.com/exec/obidos/ASIN/B0CTN37QYG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 5i,Intel Core i9-14900HX,32GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,259999,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-450/,https://www.amazon.com/exec/obidos/ASIN/B0F4D1LFQJ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Y540 15,Intel Core i7-9750H,8GB RAM,NVIDIA GeForce GTX 1650 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,109900,https://laptopmedia.com/laptop-specs/lenovo-legion-y540-15-63/,https://www.amazon.com/exec/obidos/ASIN/B07VWPHH18?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core i7-14700HX,64GB RAM,NVIDIA GeForce RTX 5050 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,271999,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-750/,https://www.amazon.com/exec/obidos/ASIN/B0FVHVKWFV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P16v Gen 2,Intel Core Ultra 7 165H,32GB RAM,NVIDIA RTX 1000 Ada Generation (50W),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,314999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16v-gen-2-37/,https://www.amazon.com/exec/obidos/ASIN/B0D6YF3PXN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
