Nama_Laptop,Processor,RAM,GPU,Display,Storage,Harga_USD,Detail_URL,Buy_Link,Price_IDR,CPU_Score,GPU_Score,Screen_Score
Lenovo Legion Pro 5i 16,Intel Core i7-13700HX,16GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",512GB SSD,154900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-16-160/,https://www.amazon.com/exec/obidos/ASIN/B0CSJZJ9CD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2478400000,31758,19497,160
Lenovo Legion Pro 5i 16,Intel Core i7-13700HX,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",4000GB SSD,220900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-16-158/,https://www.amazon.com/exec/obidos/ASIN/B0CSJY7VSK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3534400000,31758,19497,160
Lenovo ThinkPad T470s,Intel Core i7-7500U,8GB RAM,Intel HD Graphics 620,"14.0”, QHD (2560 x 1440), IPS",512GB SSD,149999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t470s-810/,https://www.amazon.com/exec/obidos/ASIN/B078YCVW8W?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2399984000,3637,918,120
Lenovo ThinkPad P71,Intel Core i7-7700HQ,8GB RAM,NVIDIA Quadro M620 (2GB GDDR5),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD 2000GB HDD,288999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p71-800/,https://www.amazon.com/exec/obidos/ASIN/B0721R8TFB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4623984000,6883,2754,90
Lenovo ThinkPad X1 Yoga 6,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, WUXGA (1920 x 1200), IPS",256GB SSD,199999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-yoga-6-7/,https://www.amazon.com/exec/obidos/ASIN/B08YFGS2VH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3199984000,9332,2595,90
Lenovo Legion 5i,Intel Core Ultra 9 275HX,64GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",4000GB SSD,283900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-1124/,https://www.amazon.com/exec/obidos/ASIN/B0G46HDV93?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4542400000,55854,20730,180
Lenovo ThinkPad T14p Gen 5,Intel Core Ultra 9 185H,32GB RAM,Intel Arc (8-Cores),"14.5”, 3K (3072 x 1920), 120 Hz, IPS",2000GB SSD,174900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14p-gen-5-4/,https://www.amazon.com/exec/obidos/ASIN/B0FYNXK8J1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2798400000,29088,5483,120
Lenovo ThinkPad P14s Gen 6,Intel Core Ultra 7 255H,32GB RAM,Intel Arc 140T,"14.5”, WUXGA (1920 x 1200), IPS",512GB SSD,209999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-6-61/,https://www.amazon.com/exec/obidos/ASIN/B0FZVD6J5J?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3359984000,30750,5634,90
Lenovo Legion 5i,Intel Core i7-14650HX,48GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1000GB SSD,206900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-930/,https://www.amazon.com/exec/obidos/ASIN/B0F8NQD9VJ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3310400000,33622,26883,160
Lenovo Legion 5i,Intel Core Ultra 7 255HX,32GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,210900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-725/,https://www.amazon.com/exec/obidos/ASIN/B0FSD9R5TG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3374400000,48546,20730,190
Lenovo Legion 5i,Intel Core Ultra 7 255HX,48GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",4000GB SSD,251900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-700/,https://www.amazon.com/exec/obidos/ASIN/B0FSDCJ651?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4030400000,48546,20730,190
Lenovo Legion 5i,Intel Core i9-14900HX,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,244900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-507/,https://www.amazon.com/exec/obidos/ASIN/B0DQ8CCF7X?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3918400000,43942,19497,160
Lenovo Legion 7i,Intel Core Ultra 9 275HX,64GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, OLED",4000GB SSD,399900,https://laptopmedia.com/laptop-specs/lenovo-legion-7i-144/,https://www.amazon.com/exec/obidos/ASIN/B0DLVFH5M2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,6398400000,55854,28708,210
Lenovo ThinkPad X1 Carbon,Intel Core Ultra 7 255U,32GB RAM,Intel Graphics (4-Cores),"14.0”, WUXGA (1920 x 1200), IPS",1024GB SSD,153900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-301/,https://www.amazon.com/exec/obidos/ASIN/B0FS9WHNQJ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2462400000,17898,3209,90
Lenovo ThinkPad P16 Gen 1,Intel Core i7-12800HX,64GB RAM,NVIDIA RTX A1000 (Laptop),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,372614,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16-gen-1-284/,https://www.amazon.com/exec/obidos/ASIN/B0D67D7STX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,5961824000,31206,10739,90
Lenovo ThinkPad T14 Gen 5,Intel Core Ultra 7 155H,32GB RAM,Intel Arc (8-Cores),"14.0″, 2.2K (2240 x 1400), IPS",1000GB SSD,172900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-5-172/,https://www.amazon.com/exec/obidos/ASIN/B0DH1YRT7D?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2766400000,24556,5483,120
Lenovo Legion 5i,Intel Core i9-14900HX,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1000GB SSD,239900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-62/,https://www.amazon.com/exec/obidos/ASIN/B0DGRQYPQ1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3838400000,43942,19497,160
Lenovo ThinkPad T14 Gen 5,Intel Core Ultra 7 155U,48GB RAM,Intel Graphics (4-Cores),"14.0”, WUXGA (1920 x 1200), IPS",4000GB SSD,196900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-5-117/,https://www.amazon.com/exec/obidos/ASIN/B0DQCWT8TT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3150400000,16191,3209,90
Lenovo Legion 5i,Intel Core i9-14900HX,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1024GB SSD,241900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-349/,https://www.amazon.com/exec/obidos/ASIN/B0DHVJXX7M?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3870400000,43942,19497,160
Lenovo Legion 5i,Intel Core i9-14900HX,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1000GB SSD,175900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-123/,https://www.amazon.com/exec/obidos/ASIN/B0DGQ8PX5Q?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2814400000,43942,19497,160
Lenovo Legion 5i,Intel Core i9-14900HX,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,188900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-121/,https://www.amazon.com/exec/obidos/ASIN/B0DGQ6FYZH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3022400000,43942,19497,160
Lenovo Yoga 9i 2-in-1,Intel Core Ultra 7 155H,16GB RAM,Intel Arc (8-Cores),"14.0″, 2.8K (2880 x 1800), 120 Hz, OLED",1000GB SSD,144900,https://laptopmedia.com/laptop-specs/lenovo-yoga-9i-2-in-1-19/,https://www.amazon.com/exec/obidos/ASIN/B0DF2YPV51?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2318400000,24556,5483,180
Lenovo Legion Pro 5 16,AMD Ryzen 7 7745HX,16GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,181900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5-16-157/,https://www.amazon.com/exec/obidos/ASIN/B0CWNWVXLS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2910400000,16000,19497,160
Lenovo ThinkPad P17 Gen 2,Intel Core i7-11800H,16GB RAM,NVIDIA RTX A2000 (Laptop),"17.3”, 4K UHD (3840 x 2160), IPS",1000GB SSD,339999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p17-gen-2-220/,https://www.amazon.com/exec/obidos/ASIN/B0BRP3JXQ1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,5439984000,19660,13417,150
Lenovo Legion Pro 5i,Intel Core i7-14650HX,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,214900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-296/,https://www.amazon.com/exec/obidos/ASIN/B0DK6W8WP9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3438400000,33622,19497,160
Lenovo ThinkPad P15 Gen 1,Intel Core i9-10885H,64GB RAM,NVIDIA Quadro T2000 (4GB GDDR5),"15.6”, 4K UHD (3840 x 2160), IPS",512GB SSD,299999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-1-377/,https://www.amazon.com/exec/obidos/ASIN/B09KL5T2K8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4799984000,14281,7269,150
Lenovo ThinkPad P15 Gen 1,Intel Core i7-10750H,32GB RAM,NVIDIA Quadro T1000 (4GB GDDR5),"15.6”, 4K UHD (3840 x 2160), IPS",2000GB SSD,259999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-1-336/,https://www.amazon.com/exec/obidos/ASIN/B09KXH88JV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4159984000,11455,6507,150
Lenovo Slim 7i 14,Intel Core Ultra 7 155H,32GB RAM,Intel Arc (8-Cores),"14.0”, WUXGA (1920 x 1200), OLED",2000GB SSD,161900,https://laptopmedia.com/laptop-specs/lenovo-slim-7i-14-4/,https://www.amazon.com/exec/obidos/ASIN/B0CYSTL7SR?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2590400000,24556,5483,120
Lenovo ThinkPad P71,Intel Xeon E3-1535M v6,64GB RAM,NVIDIA Quadro P4000 (8GB GDDR5),"17.3”, 4K UHD (3840 x 2160), IPS",512GB SSD 1000GB HDD,489912,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p71-189/,https://www.amazon.com/exec/obidos/ASIN/B07HY6Q2NC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,7838592000,7900,11412,150
Lenovo ThinkPad P15 Gen 2,Intel Core i7-11800H,16GB RAM,NVIDIA T1200,"15.6”, Full HD (1920 x 1080), IPS",1024GB SSD,199999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-2-124/,https://www.amazon.com/exec/obidos/ASIN/B09VJGF49G?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3199984000,19660,1500,90
Lenovo ThinkPad P17 Gen 2,Intel Core i9-11950H,64GB RAM,NVIDIA RTX A2000 (Laptop),"17.3”, Full HD (1920 x 1080), IPS",4000GB SSD,369999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p17-gen-2-291/,https://www.amazon.com/exec/obidos/ASIN/B0BG8S9QDN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,5919984000,20420,13417,90
Lenovo ThinkPad P15s Gen 1,Intel Core i7-10510U,40GB RAM,NVIDIA Quadro P520 (2GB GDDR5),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,189999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15s-gen-1-282/,https://www.amazon.com/exec/obidos/ASIN/B08J3NF7XN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3039984000,6360,2015,90
Lenovo Yoga C940 15,Intel Core i7-9750H,16GB RAM,NVIDIA GeForce GTX 1650 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,179900,https://laptopmedia.com/laptop-specs/lenovo-yoga-c940-15-28/,https://www.amazon.com/exec/obidos/ASIN/B08XPTWHP7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2878400000,10578,7872,90
Lenovo ThinkPad T16 Gen 2,Intel Core i7-1360P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,142900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-2-403/,https://www.amazon.com/exec/obidos/ASIN/B0G48RN9LN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2286400000,18346,2595,90
Lenovo Legion 5i,Intel Core i7-14650HX,32GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1000GB SSD,193900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-926/,https://www.amazon.com/exec/obidos/ASIN/B0F8NL1VCC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3102400000,33622,26883,160
Lenovo ThinkPad E14 Gen 6,Intel Core Ultra 7 155H,32GB RAM,Intel Arc (8-Cores),"14.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,135900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e14-gen-6-91/,https://www.amazon.com/exec/obidos/ASIN/B0G2S2QRH6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2174400000,24556,5483,90
Lenovo Legion Pro 5i,Intel Core Ultra 7 255HX,24GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"16.0″, WQXGA (2560 x 1600), 165 Hz, OLED",4000GB SSD,221400,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-422/,https://www.amazon.com/exec/obidos/ASIN/B0FVRZH223?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3542400000,48546,28708,190
Lenovo Legion 5i,Intel Core Ultra 7 255HX,32GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",1000GB SSD,271999,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-900/,https://www.amazon.com/exec/obidos/ASIN/B0FPXF4BMZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4351984000,48546,20730,190
Lenovo ThinkPad T16 Gen 3,Intel Core Ultra 7 155U,48GB RAM,Intel Graphics (4-Cores),"16.0”, WUXGA (1920 x 1200), IPS",4000GB SSD,239900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-3-425/,https://www.amazon.com/exec/obidos/ASIN/B0DP44DLFK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3838400000,16191,3209,90
Lenovo ThinkPad T16 Gen 3,Intel Core Ultra 7 155U,24GB RAM,Intel Graphics (4-Cores),"16.0”, WUXGA (1920 x 1200), IPS",4000GB SSD,200400,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-3-415/,https://www.amazon.com/exec/obidos/ASIN/B0DP4646T7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3206400000,16191,3209,90
Lenovo ThinkPad T14 Gen 5,Intel Core Ultra 7 155U,32GB RAM,Intel Graphics (4-Cores),"14.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,175900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-5-40/,https://www.amazon.com/exec/obidos/ASIN/B0DRJSNRXC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2814400000,16191,3209,90
Lenovo Legion 5i,Intel Core i9-14900HX,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,252900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-961/,https://www.amazon.com/exec/obidos/ASIN/B0DPWW31TG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4046400000,43942,19497,160
Lenovo Legion 5i,Intel Core i9-14900HX,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",4000GB SSD,273900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-899/,https://www.amazon.com/exec/obidos/ASIN/B0DPYZX3N6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4382400000,43942,19497,160
Lenovo ThinkPad X1 Carbon,Intel Core Ultra 7 268V,32GB RAM,Intel Arc Graphics 140V,"14.0″, 2.8K (2880 x 1800), 120 Hz, OLED",1000GB SSD,259900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-559/,https://www.amazon.com/exec/obidos/ASIN/B0F4HRBPX2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4158400000,19384,5483,180
Lenovo ThinkPad T14 Gen 2,Intel Core i7-1165G7,24GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,151900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-2-691/,https://www.amazon.com/exec/obidos/ASIN/B0CKYZ4P5L?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2430400000,9787,2595,90
Lenovo Legion Pro 5i,Intel Core Ultra 7 255HX,32GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"16.0″, WQXGA (2560 x 1600), 165 Hz, OLED",4000GB SSD,239900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-471/,https://www.amazon.com/exec/obidos/ASIN/B0FW4SWCP1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3838400000,48546,28708,190
Lenovo ThinkPad T14p Gen 2,Intel Core Ultra 9 185H,64GB RAM,Intel Arc (8-Cores),"14.5”, 3K (3072 x 1920), 120 Hz, IPS",2000GB SSD,190900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14p-gen-2-14/,https://www.amazon.com/exec/obidos/ASIN/B0G1BXW5PV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3054400000,29088,5483,120
Lenovo Legion 5i,Intel Core Ultra 7 255HX,64GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",1000GB SSD,303999,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-901/,https://www.amazon.com/exec/obidos/ASIN/B0FPXGLPK7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4863984000,48546,20730,190
Lenovo ThinkBook 16 Gen 6,Intel Core i5-13420H,64GB RAM,Intel UHD Graphics Xe G4 (48EU),"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,149999,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-16-gen-6-418/,https://www.amazon.com/exec/obidos/ASIN/B0FTTCP745?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2399984000,16917,1533,90
Lenovo Legion 5i,Intel Core Ultra 9 275HX,32GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",1000GB SSD,182900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-553/,https://www.amazon.com/exec/obidos/ASIN/B0FPWX2PWX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2926400000,55854,20730,180
Lenovo Legion 5i,Intel Core Ultra 7 255HX,48GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",4000GB SSD,246900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-369/,https://www.amazon.com/exec/obidos/ASIN/B0FLJQ6MPJ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3950400000,48546,20730,190
Lenovo ThinkPad T14 Gen 5,Intel Core Ultra 7 165U,16GB RAM,Intel Graphics (4-Cores),"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,153900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-5-201/,https://www.amazon.com/exec/obidos/ASIN/B0DT14JW7X?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2462400000,16710,3209,90
Lenovo Legion 5i,Intel Core i9-14900HX,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1000GB SSD,207900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-625/,https://www.amazon.com/exec/obidos/ASIN/B0DSD5V6BK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3326400000,43942,19497,160
Lenovo Legion 5i,Intel Core i9-14900HX,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,197900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-770/,https://www.amazon.com/exec/obidos/ASIN/B0DQLYJY3L?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3166400000,43942,19497,160
Lenovo ThinkPad T14 Gen 2,Intel Core i7-1165G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,155900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-2-415/,https://www.amazon.com/exec/obidos/ASIN/B0CKYZKY3D?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2494400000,9787,2595,90
Lenovo Legion 5i,Intel Core i9-14900HX,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",4000GB SSD,280900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-356/,https://www.amazon.com/exec/obidos/ASIN/B0DHRSSS4Q?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4494400000,43942,19497,160
Lenovo ThinkBook 16 Gen 6,Intel Core i7-1355U,48GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,179900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-16-gen-6-154/,https://www.amazon.com/exec/obidos/ASIN/B0CQ8NXJM6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2878400000,13908,2595,90
Lenovo ThinkPad P15 Gen 1,Intel Core i7-10750H,64GB RAM,NVIDIA Quadro T1000 (4GB GDDR5),"15.6”, Full HD (1920 x 1080), IPS",4000GB SSD,299999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-1-358/,https://www.amazon.com/exec/obidos/ASIN/B09JXWZNB2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4799984000,11455,6507,90
Lenovo ThinkPad P14s Gen 1 (Intel),Intel Core i7-10510U,12GB RAM,NVIDIA Quadro P520 (2GB GDDR5),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,164999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-1-38/,https://www.amazon.com/exec/obidos/ASIN/B08JS6TJDK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2639984000,6360,2015,90
Lenovo ThinkPad X1 Carbon,Intel Core Ultra 7 155U,32GB RAM,Intel Graphics (4-Cores),"14.0”, WUXGA (1920 x 1200), IPS",1024GB SSD,155999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-216/,https://www.amazon.com/exec/obidos/ASIN/B0D8CRBYT8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2495984000,16191,3209,90
Lenovo ThinkPad T16 Gen 3,Intel Core Ultra 7 155U,32GB RAM,Intel Graphics (4-Cores),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,145800,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-3-13/,https://www.amazon.com/exec/obidos/ASIN/B0F81FSD1Z?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2332800000,16191,3209,90
Lenovo Legion Pro 5i 16,Intel Core i9-13900HX,32GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",1000GB SSD,219900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-16-50/,https://www.amazon.com/exec/obidos/ASIN/B0CSJYS153?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3518400000,41756,26883,180
Lenovo ThinkPad P16 Gen 1,Intel Core i7-12800HX,128GB RAM,NVIDIA RTX A1000 (Laptop),"16.0”, WQUXGA (3840 x 2400), IPS",8000GB SSD,344900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16-gen-1-65/,https://www.amazon.com/exec/obidos/ASIN/B0CJT9KNKH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,5518400000,31206,10739,150
Lenovo ThinkPad P15 Gen 1,Intel Core i7-10750H,16GB RAM,NVIDIA Quadro T1000 (4GB GDDR5),"15.6”, 4K UHD (3840 x 2160), IPS",1000GB SSD,209999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-1-328/,https://www.amazon.com/exec/obidos/ASIN/B09JX48LFB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3359984000,11455,6507,150
