Nama_Laptop,Processor,RAM,GPU,Display,Storage,Harga_USD,Detail_URL,Buy_Link,Price_IDR,CPU_Score,GPU_Score,Screen_Score
HP 17,Intel Core i3-N305,16GB RAM,Intel UHD Graphics Xe 750 (32EU),"17.3”, HD+ (1600 x 900), TN",512GB SSD,64999,https://laptopmedia.com/laptop-specs/hp-17-23307/,https://www.amazon.com/exec/obidos/ASIN/B0FP5R3MY5?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1039984000,9413,1533,30
HP OmniBook 7,Intel Core Ultra 7 258V,32GB RAM,Intel Arc Graphics 140V,"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,128900,https://laptopmedia.com/laptop-specs/hp-omnibook-7-151/,https://www.amazon.com/exec/obidos/ASIN/B0G2M9ZMK6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2062400000,18936,5483,90
HP 17,AMD Ryzen 7 7730U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","17.3”, HD+ (1600 x 900), TN",2000GB SSD,116900,https://laptopmedia.com/laptop-specs/hp-17-23092/,https://www.amazon.com/exec/obidos/ASIN/B0FP9DPV7B?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1870400000,16000,1513,30
HP 17,Intel Core 5 120U,48GB RAM,Intel Iris Xe Graphics G7 (80EU),"17.3”, HD+ (1600 x 900), TN",2000GB SSD,129900,https://laptopmedia.com/laptop-specs/hp-17-23016/,https://www.amazon.com/exec/obidos/ASIN/B0FP9FCLBC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2078400000,15341,2595,30
HP Victus 15,AMD Ryzen 5 8645HS,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 120W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,117900,https://laptopmedia.com/laptop-specs/hp-victus-15-2644/,https://www.amazon.com/exec/obidos/ASIN/B0DD4GS8N8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1886400000,3000,20000,130
HP 14,Intel Core i3-N305,16GB RAM,Intel UHD Graphics Xe 750 (32EU),"14.0”, HD (1366 x 768), TN",2000GB SSD,68900,https://laptopmedia.com/laptop-specs/hp-14-10652/,https://www.amazon.com/exec/obidos/ASIN/B0FWBVL71S?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1102400000,9413,1533,20
HP 17,Intel Core 7 150U,24GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",2000GB SSD,118900,https://laptopmedia.com/laptop-specs/hp-17-22158/,https://www.amazon.com/exec/obidos/ASIN/B0FKTD6WK9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1902400000,14769,2595,90
HP ENVY x360 16,AMD Ryzen 5 8640HS,8GB RAM,AMD Radeon 760M,"16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,71999,https://laptopmedia.com/laptop-specs/hp-envy-x360-16-482/,https://www.amazon.com/exec/obidos/ASIN/B0DGZCB5TL?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1151984000,3000,5331,90
HP 15,Intel Core i3-1215U,64GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","15.6”, Full HD (1920 x 1080), TN",1000GB SSD,89348,https://laptopmedia.com/laptop-specs/hp-15-26837/,https://www.amazon.com/exec/obidos/ASIN/B0DJW3F5LL?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1429568000,10156,1533,50
HP OMEN 16,AMD Ryzen 7 6800H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","16.1″, Full HD (1920 x 1080), IPS",512GB SSD,127900,https://laptopmedia.com/laptop-specs/hp-omen-16-2709/,https://www.amazon.com/exec/obidos/ASIN/B0FPQXS67D?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2046400000,16000,16918,90
HP Pavilion Plus 14,AMD Ryzen 7 8845HS,16GB RAM,AMD Radeon 780M,"14.0″, 2.8K (2880 x 1800), 120 Hz, OLED",512GB SSD,104900,https://laptopmedia.com/laptop-specs/hp-pavilion-plus-14-244/,https://www.amazon.com/exec/obidos/ASIN/B0DJVY8PS2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1678400000,16000,6805,180
HP Spectre x360 14,Intel Core i7-1355U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"13.5”, WUXGA+ (1920 x 1280), IPS",512GB SSD,144900,https://laptopmedia.com/laptop-specs/hp-spectre-x360-14-266/,https://www.amazon.com/exec/obidos/ASIN/B0FL6RYBT7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2318400000,13908,2595,90
HP 15,Intel Processor N100,16GB RAM,Intel UHD Graphics Xe (24EU),"15.6”, HD (1366 x 768), TN",128GB SSD,48900,https://laptopmedia.com/laptop-specs/hp-15-25748/,https://www.amazon.com/exec/obidos/ASIN/B0FX3KTYS7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,782400000,3000,1533,20
HP OmniBook Ultra Flip,Intel Core Ultra 7 256V,16GB RAM,Intel Arc Graphics 140V,"14.0″, 2.8K (2880 x 1800), 120 Hz, OLED",1000GB SSD,142538,https://laptopmedia.com/laptop-specs/hp-omnibook-ultra-flip-52/,https://www.amazon.com/exec/obidos/ASIN/B0FT8PDH8C?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2280608000,19565,5483,180
HP Victus 15,Intel Core i5-13420H,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,97900,https://laptopmedia.com/laptop-specs/hp-victus-15-3003/,https://www.amazon.com/exec/obidos/ASIN/B0G348RTFW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1566400000,16917,20000,130
HP 15,Intel Core i7-1255U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), TN",1000GB SSD,59999,https://laptopmedia.com/laptop-specs/hp-15-24975/,https://www.amazon.com/exec/obidos/ASIN/B0FWFSGWH1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,959984000,12894,2595,50
HP 15,Intel Core 7 150U,24GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,113900,https://laptopmedia.com/laptop-specs/hp-15-24718/,https://www.amazon.com/exec/obidos/ASIN/B0F83KM2Z7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1822400000,14769,2595,90
HP 250 G9 / 255 G9,Intel Core i3-1215U,32GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","15.6”, Full HD (1920 x 1080), TN",2000GB SSD,69999,https://laptopmedia.com/laptop-specs/hp-250-g9-255-g9-462/,https://www.amazon.com/exec/obidos/ASIN/B0FR25B43R?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1119984000,10156,1533,50
HP 15,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), TN",1000GB SSD,75900,https://laptopmedia.com/laptop-specs/hp-15-22993/,https://www.amazon.com/exec/obidos/ASIN/B0FGDG4HDQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1214400000,9332,2595,50
HP ENVY x360 15,Intel Core i7-1355U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, FHD (1920 x 1080), OLED",1000GB SSD,124999,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-5593/,https://www.amazon.com/exec/obidos/ASIN/B0D5R58H82?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1999984000,13908,2595,120
HP ENVY x360 15,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,99900,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4125/,https://www.amazon.com/exec/obidos/ASIN/B0BL3W3ZHZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1598400000,9332,2595,90
HP ZBook Studio G9,Intel Core i7-12800H,16GB RAM,NVIDIA RTX A1000 (Laptop),"16.0”, WQUXGA (3840 x 2400), 120 Hz, IPS",512GB SSD,149999,https://laptopmedia.com/laptop-specs/hp-zbook-studio-g9-14/,https://www.amazon.com/exec/obidos/ASIN/B0BB7R5QL3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2399984000,23811,10739,180
HP 14 (14-dk0000),AMD Athlon Silver 3050U,8GB RAM,AMD Radeon RX Vega 3,"14.0”, HD (1366 x 768), TN",128GB SSD,100900,https://laptopmedia.com/laptop-specs/hp-14-14-dk0000-39/,https://www.amazon.com/exec/obidos/ASIN/B08934KJZW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1614400000,3000,1500,20
HP Pavilion x360 14,Intel Core i5-8250U,16GB RAM,Intel UHD Graphics 620,"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,119900,https://laptopmedia.com/laptop-specs/hp-pavilion-x360-14-148/,https://www.amazon.com/exec/obidos/ASIN/B07Q5ZQVT1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1918400000,5795,1040,90
HP 17,Intel Core i3-1215U,40GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,103999,https://laptopmedia.com/laptop-specs/hp-17-22680/,https://www.amazon.com/exec/obidos/ASIN/B0DJRS79PH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1663984000,10156,1533,90
HP Victus 15,Intel Core i5-12450H,32GB RAM,"NVIDIA GeForce GTX 1650 (Laptop, 50W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,142900,https://laptopmedia.com/laptop-specs/hp-victus-15-2698/,https://www.amazon.com/exec/obidos/ASIN/B0FGD69QFM?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2286400000,15953,7872,130
HP Victus 15,Intel Core i5-12450H,16GB RAM,"NVIDIA GeForce GTX 1650 (Laptop, 50W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,102900,https://laptopmedia.com/laptop-specs/hp-victus-15-2696/,https://www.amazon.com/exec/obidos/ASIN/B0FGD8GL5Q?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1646400000,15953,7872,130
HP OmniBook X Flip,Intel Core Ultra 5 226V,16GB RAM,Intel Arc Graphics 130V,"16.0″, WUXGA (1920 x 1200), IPS",2000GB SSD,99900,https://laptopmedia.com/laptop-specs/hp-omnibook-x-flip-294/,https://www.amazon.com/exec/obidos/ASIN/B0FP2BPV99?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1598400000,17864,5483,90
HP 15,Intel Core i7-1255U,40GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), TN",1000GB SSD,83999,https://laptopmedia.com/laptop-specs/hp-15-24349/,https://www.amazon.com/exec/obidos/ASIN/B0FWG3X9RX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1343984000,12894,2595,50
HP ENVY x360 15,Intel Core i5-1335U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,87900,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-5764/,https://www.amazon.com/exec/obidos/ASIN/B0FPQRSGR6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1406400000,13902,2595,90
HP 17,Intel Core i7-1355U,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, HD+ (1600 x 900), TN",256GB SSD,81900,https://laptopmedia.com/laptop-specs/hp-17-22895/,https://www.amazon.com/exec/obidos/ASIN/B0DPW4JTPC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1310400000,13908,2595,30
HP Victus 15,Intel Core i5-13420H,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,99900,https://laptopmedia.com/laptop-specs/hp-victus-15-2944/,https://www.amazon.com/exec/obidos/ASIN/B0G1SMMFJ9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1598400000,16917,20000,130
HP EliteBook 840 G10,Intel Core i7-1360P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,142900,https://laptopmedia.com/laptop-specs/hp-elitebook-840-g10-248/,https://www.amazon.com/exec/obidos/ASIN/B0DD71J4PY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2286400000,18346,2595,90
HP OmniBook X,Intel Core Ultra 7 256V,16GB RAM,Intel Arc Graphics 140V,"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,104949,https://laptopmedia.com/laptop-specs/hp-omnibook-x-34/,https://www.amazon.com/exec/obidos/ASIN/B0FH1Q1BBK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1679184000,19565,5483,90
HP 17,Intel Core i7-1355U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, HD+ (1600 x 900), TN",2000GB SSD,121900,https://laptopmedia.com/laptop-specs/hp-17-22276/,https://www.amazon.com/exec/obidos/ASIN/B0DZHJ4N4Y?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1950400000,13908,2595,30
HP 14,Intel Processor N150,8GB RAM,Intel UHD Graphics Xe (24EU),"14.0”, HD (1366 x 768), TN",64GB SSD,31999,https://laptopmedia.com/laptop-specs/hp-14-10459/,https://www.amazon.com/exec/obidos/ASIN/B0FPYWG241?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,511984000,3000,1533,20
HP EliteBook 640 G10,Intel Core i5-1335U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,999900,https://laptopmedia.com/laptop-specs/hp-elitebook-640-g10-22/,https://www.amazon.com/exec/obidos/ASIN/B0D7GBK5ZK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,999900,13902,2595,90
HP Victus 15,Intel Core i5-13420H,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,113900,https://laptopmedia.com/laptop-specs/hp-victus-15-2470/,https://www.amazon.com/exec/obidos/ASIN/B0G399GFQ1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1822400000,16917,20000,130
HP 14,AMD Ryzen 7 5700U,32GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0”, HD (1366 x 768), TN",1000GB SSD,101900,https://laptopmedia.com/laptop-specs/hp-14-6827/,https://www.amazon.com/exec/obidos/ASIN/B0FH2213QL?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1630400000,16000,1513,20
HP 15,AMD Ryzen 5 5500U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), TN",512GB SSD,52880,https://laptopmedia.com/laptop-specs/hp-15-7545/,https://www.amazon.com/exec/obidos/ASIN/B09MLPK4XX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,846080000,3000,1500,50
HP OMEN 15 (15-en0013dx),AMD Ryzen 7 4800H,8GB RAM,NVIDIA GeForce GTX 1660 Ti (Laptop),"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,119999,https://laptopmedia.com/laptop-specs/hp-omen-15-15-en0013dx-50/,https://www.amazon.com/exec/obidos/ASIN/B08MZ37WGT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1919984000,16000,12604,130
HP Victus 15,Intel Core i5-12450H,32GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 75W, 6GB)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,118900,https://laptopmedia.com/laptop-specs/hp-victus-15-1844/,https://www.amazon.com/exec/obidos/ASIN/B0D857R5LV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1902400000,15953,15000,130
HP 15,Intel Pentium Gold 6405U,32GB RAM,Intel UHD Graphics,"15.6”, HD (1366 x 768), TN",4000GB SSD,103900,https://laptopmedia.com/laptop-specs/hp-15-4538/,https://www.amazon.com/exec/obidos/ASIN/B0FH2CFG6K?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1662400000,3000,1533,20
HP Pavilion 15 (15-cs3000),Intel Core i5-1035G1,12GB RAM,Intel UHD Graphics G1,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,64800,https://laptopmedia.com/laptop-specs/hp-pavilion-15-15-cs3-23/,https://www.amazon.com/exec/obidos/ASIN/B087SD98F4?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1036800000,7144,1533,90
HP ZBook Power G10 A,AMD Ryzen 7 PRO 7840HS,32GB RAM,AMD Radeon 780M,"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,146977,https://laptopmedia.com/laptop-specs/hp-zbook-power-g10-a-11/,https://www.amazon.com/exec/obidos/ASIN/B0CBG4GX4V?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2351632000,16000,6805,90
HP ENVY x360 15,AMD Ryzen 7 5825U,24GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,115999,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4156/,https://www.amazon.com/exec/obidos/ASIN/B0BS49B9PW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1855984000,16000,1513,90
HP ENVY x360 15,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,85900,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-1339/,https://www.amazon.com/exec/obidos/ASIN/B092RDX7QK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1374400000,3000,1500,90
HP Victus 15,Intel Core i5-13420H,32GB RAM,NVIDIA GeForce RTX 4050 (Laptop),"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,127900,https://laptopmedia.com/laptop-specs/hp-victus-15-3536/,https://www.amazon.com/exec/obidos/ASIN/B0G3PJ1Y29?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2046400000,16917,20000,130
HP 17,Intel Core 7 150U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, HD+ (1600 x 900), TN",2000GB SSD,139900,https://laptopmedia.com/laptop-specs/hp-17-23212/,https://www.amazon.com/exec/obidos/ASIN/B0F1CHXDCD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2238400000,14769,2595,30
HP 250 G9 / 255 G9,Intel Celeron N4500,8GB RAM,Intel UHD Graphics (Jasper Lake 16 EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,36999,https://laptopmedia.com/laptop-specs/hp-250-g9-255-g9-624/,https://www.amazon.com/exec/obidos/ASIN/B0G48TNCLK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,591984000,1775,1533,90
HP Spectre x360 14,Intel Core Ultra 7 155H,16GB RAM,Intel Arc (8-Cores),"14.0″, 2.8K (2880 x 1800), 120 Hz, OLED",1000GB SSD,151900,https://laptopmedia.com/laptop-specs/hp-spectre-x360-14-245/,https://www.amazon.com/exec/obidos/ASIN/B0FL6XBRT5?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2430400000,24556,5483,180
HP 17,Intel Core i7-1355U,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, HD+ (1600 x 900), TN",512GB SSD,81900,https://laptopmedia.com/laptop-specs/hp-17-22285/,https://www.amazon.com/exec/obidos/ASIN/B0DZG8KZ9C?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1310400000,13908,2595,30
HP ProBook 445 G9,AMD Ryzen 5 6600U,4GB RAM,AMD Radeon 660M,"14.0”, HD (1366 x 768), TN",500GB HDD,92422,https://laptopmedia.com/laptop-specs/hp-probook-445-g9-97/,https://www.amazon.com/exec/obidos/ASIN/B003N39VQK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1478752000,3000,3142,20
HP ProBook 4 G1a,AMD Ryzen 5 230,16GB RAM,AMD Radeon 760M,"14.0”, WUXGA (1920 x 1200), IPS",256GB SSD,92616,https://laptopmedia.com/laptop-specs/hp-probook-4-g1a-7/,https://www.amazon.com/exec/obidos/ASIN/B0FF25RCX7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1481856000,3000,5331,90
HP Victus 15,Intel Core i5-13420H,32GB RAM,NVIDIA GeForce RTX 4050 (Laptop),"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,142900,https://laptopmedia.com/laptop-specs/hp-victus-15-3538/,https://www.amazon.com/exec/obidos/ASIN/B0G3PK7Y4V?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2286400000,16917,20000,130
HP ENVY x360 14,AMD Ryzen 7 8840HS,16GB RAM,AMD Radeon 780M,"14.0”, WUXGA (1920 x 1200), IPS",4000GB SSD,134900,https://laptopmedia.com/laptop-specs/hp-envy-x360-14-415/,https://www.amazon.com/exec/obidos/ASIN/B0FPQZFGK9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2158400000,16000,6805,90
HP 15,Intel Core i5-1235U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), TN",1000GB SSD,78900,https://laptopmedia.com/laptop-specs/hp-15-16592/,https://www.amazon.com/exec/obidos/ASIN/B0DBHLYZCC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1262400000,12549,2595,50
HP OmniBook X 14,Qualcomm Snapdragon X Elite X1E-78-100,16GB RAM,Qualcomm Snapdragon X Elite Adreno GPU,"14.0″, 2.2K (2240 x 1400), IPS",2000GB SSD,99999,https://laptopmedia.com/laptop-specs/hp-omnibook-x-14-28/,https://www.amazon.com/exec/obidos/ASIN/B0DHJLP7GQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1599984000,3000,1500,120
HP 15,Intel Celeron N4120,16GB RAM,Intel UHD Graphics 600,"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,54999,https://laptopmedia.com/laptop-specs/hp-15-3262/,https://www.amazon.com/exec/obidos/ASIN/B0F9B9Y8VN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,879984000,2443,310,90
HP EliteBook 845 G9,AMD Ryzen 5 6600U,24GB RAM,AMD Radeon 660M,"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,143999,https://laptopmedia.com/laptop-specs/hp-elitebook-845-g9-45/,https://www.amazon.com/exec/obidos/ASIN/B0BNNX383T?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2303984000,3000,3142,90
HP Victus 15,AMD Ryzen 5 7535HS,64GB RAM,AMD Radeon RX 6550M,"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,102900,https://laptopmedia.com/laptop-specs/hp-victus-15-2466/,https://www.amazon.com/exec/obidos/ASIN/B0DK1MTC7Z?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1646400000,3000,9646,130
HP Pavilion x360 15 (15-dq1000),Intel Core i5-10210U,12GB RAM,Intel UHD Graphics,"15.6”, HD (1366 x 768), TN",512GB SSD,84900,https://laptopmedia.com/laptop-specs/hp-pavilion-x360-15-15-dq1000-74/,https://www.amazon.com/exec/obidos/ASIN/B081VT8XT9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1358400000,6055,1533,20
HP ENVY 17,Intel Core i7-1165G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,148999,https://laptopmedia.com/laptop-specs/hp-envy-17-2832/,https://www.amazon.com/exec/obidos/ASIN/B0BBB7NR86?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2383984000,9787,2595,90
HP OMEN 15 (15-en0013dx),AMD Ryzen 7 4800H,64GB RAM,NVIDIA GeForce GTX 1660 Ti (Laptop),"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,139999,https://laptopmedia.com/laptop-specs/hp-omen-15-15-en0013dx-92/,https://www.amazon.com/exec/obidos/ASIN/B08MZ2P4F2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2239984000,16000,12604,130
HP OmniBook X Flip,Intel Core Ultra 7 256V,16GB RAM,Intel Arc Graphics 140V,"16.0″, 2.8K (2880 x 1800), 120 Hz, OLED",512GB SSD,119900,https://laptopmedia.com/laptop-specs/hp-omnibook-x-flip-469/,https://www.amazon.com/exec/obidos/ASIN/B0F9F2TJDX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1918400000,19565,5483,180
HP 17,Intel Core 5 120U,48GB RAM,Intel Iris Xe Graphics G7 (80EU),"17.3”, HD+ (1600 x 900), TN",1000GB SSD,117900,https://laptopmedia.com/laptop-specs/hp-17-23011/,https://www.amazon.com/exec/obidos/ASIN/B0FGXQ1LDL?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1886400000,15341,2595,30
HP OmniBook 7,Intel Core Ultra 7 258V,32GB RAM,Intel Arc Graphics 140V,"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,114124,https://laptopmedia.com/laptop-specs/hp-omnibook-7-95/,https://www.amazon.com/exec/obidos/ASIN/B0FSGDND55?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1825984000,18936,5483,90
HP EliteBook 6 G1a,AMD Ryzen 5 220,32GB RAM,AMD Radeon 740M,"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,69999,https://laptopmedia.com/laptop-specs/hp-elitebook-6-g1a-41/,https://www.amazon.com/exec/obidos/ASIN/B0FQPCZN2G?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1119984000,3000,2960,90
HP 250 G8 / 255 G8,AMD Ryzen 5 5500U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,49999,https://laptopmedia.com/laptop-specs/hp-250-g8-255-g8-135/,https://www.amazon.com/exec/obidos/ASIN/B0FM61NMQV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,799984000,3000,1500,90
HP 17,Intel Core i7-1355U,24GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, HD+ (1600 x 900), TN",1000GB SSD,97900,https://laptopmedia.com/laptop-specs/hp-17-19312/,https://www.amazon.com/exec/obidos/ASIN/B0DPWS5JN4?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1566400000,13908,2595,30
